"","flight_joined.origin","flight_joined.year","flight_joined.month","flight_joined.day"
"9744","LGA",2013,4,20
"9745","JFK",2013,11,5
"9746","JFK",2013,9,8
"9747","JFK",2013,1,31
"9748","JFK",2013,2,28
"9749","JFK",2013,7,25
"9750","JFK",2013,3,20
"9751","EWR",2013,11,8
"9752","JFK",2013,3,23
"9753","LGA",2013,9,6
"9754","LGA",2013,6,25
"9755","JFK",2013,11,26
"9756","LGA",2013,5,24
"9757","EWR",2013,12,10
"9758","JFK",2013,10,22
"9759","EWR",2013,7,4
"9760","JFK",2013,7,26
"9761","LGA",2013,6,5
"9762","EWR",2013,3,26
"9763","EWR",2013,10,18
"9764","EWR",2013,11,15
"9765","LGA",2013,1,19
"9766","LGA",2013,9,10
"9767","JFK",2013,11,24
"9768","EWR",2013,12,30
"9769","JFK",2013,5,3
"9770","LGA",2013,10,9
"9771","JFK",2013,9,4
"9772","LGA",2013,10,8
"9773","LGA",2013,9,9
"9774","EWR",2013,2,5
"9775","EWR",2013,6,5
"9776","LGA",2013,6,17
"9777","EWR",2013,12,24
"9778","LGA",2013,10,14
"9779","JFK",2013,6,12
"9780","LGA",2013,5,16
"9781","JFK",2013,8,26
"9782","EWR",2013,10,17
"9783","JFK",2013,10,24
"9784","JFK",2013,3,1
"9785","JFK",2013,9,26
"9786","EWR",2013,8,8
"9787","LGA",2013,8,5
"9788","JFK",2013,4,23
"9789","JFK",2013,6,23
"9790","LGA",2013,5,28
"9791","EWR",2013,2,6
"9792","LGA",2013,11,21
"9793","EWR",2013,8,18
"9794","EWR",2013,8,11
"9795","JFK",2013,5,28
"9796","JFK",2013,12,27
"9797","LGA",2013,5,3
"9798","JFK",2013,6,7
"9799","LGA",2013,7,16
"9800","LGA",2013,8,23
"9801","EWR",2013,1,5
"9802","EWR",2013,6,18
"9803","JFK",2013,4,7
"9804","LGA",2013,4,9
"9805","LGA",2013,7,8
"9806","LGA",2013,6,4
"9807","LGA",2013,10,28
"9808","LGA",2013,8,15
"9809","JFK",2013,8,11
"9810","LGA",2013,10,11
"9811","EWR",2013,9,5
"9812","LGA",2013,7,12
"9813","LGA",2013,3,15
"9814","JFK",2013,4,3
"9815","LGA",2013,7,2
"9816","LGA",2013,2,7
"9817","LGA",2013,11,10
"9818","EWR",2013,5,22
"9819","JFK",2013,2,15
"9820","EWR",2013,8,13
"9821","LGA",2013,12,17
"9822","JFK",2013,8,9
"9823","EWR",2013,4,30
"9824","LGA",2013,2,21
"9825","LGA",2013,8,6
"9826","JFK",2013,1,23
"9827","EWR",2013,10,14
"9828","EWR",2013,11,18
"9829","JFK",2013,9,24
"9830","LGA",2013,12,27
"9831","JFK",2013,7,9
"9832","JFK",2013,8,22
"9833","LGA",2013,4,29
"9834","EWR",2013,12,7
"9835","EWR",2013,5,27
"9836","JFK",2013,3,12
"9837","LGA",2013,8,12
"9838","LGA",2013,6,10
"9839","LGA",2013,4,9
"9840","EWR",2013,5,30
"9841","EWR",2013,10,31
"9842","JFK",2013,11,18
"9843","LGA",2013,11,23
"9844","EWR",2013,3,31
"9845","EWR",2013,6,26
"9846","JFK",2013,11,21
"9847","LGA",2013,9,3
"9848","JFK",2013,6,25
"9849","JFK",2013,1,7
"9850","EWR",2013,3,28
"9851","JFK",2013,8,20
"9852","JFK",2013,3,27
"9853","JFK",2013,9,14
"9854","JFK",2013,2,17
"9855","EWR",2013,5,29
"9856","LGA",2013,8,23
"9857","JFK",2013,8,19
"9858","JFK",2013,8,25
"9859","EWR",2013,2,13
"9860","LGA",2013,5,31
"9861","LGA",2013,10,25
"9862","LGA",2013,11,11
"9863","LGA",2013,9,3
"9864","JFK",2013,2,13
"9865","EWR",2013,3,25
"9866","LGA",2013,3,20
"9867","LGA",2013,9,2
"9868","JFK",2013,10,17
"9869","JFK",2013,6,7
"9870","JFK",2013,3,26
"9871","LGA",2013,12,1
"9872","EWR",2013,4,7
"9873","EWR",2013,9,23
"9874","EWR",2013,3,2
"9875","LGA",2013,5,20
"9876","LGA",2013,7,13
"9877","EWR",2013,3,8
"9878","JFK",2013,7,20
"9879","EWR",2013,12,25
"9880","JFK",2013,5,9
"9881","EWR",2013,9,8
"9882","EWR",2013,7,26
"9883","EWR",2013,4,22
"9884","JFK",2013,9,13
"9885","EWR",2013,5,12
"9886","LGA",2013,8,2
"9887","JFK",2013,4,30
"9888","LGA",2013,8,7
"9889","JFK",2013,4,18
"9890","EWR",2013,5,5
"9891","JFK",2013,6,12
"9892","EWR",2013,4,5
"9893","JFK",2013,3,30
"9894","JFK",2013,6,2
"9895","EWR",2013,7,15
"9896","EWR",2013,9,4
"9897","JFK",2013,9,4
"9898","JFK",2013,6,30
"9899","LGA",2013,11,26
"9900","JFK",2013,7,5
"9901","EWR",2013,6,20
"9902","EWR",2013,4,23
"9903","JFK",2013,11,11
"9904","EWR",2013,5,2
"9905","EWR",2013,10,13
"9906","LGA",2013,7,29
"9907","LGA",2013,7,27
"9908","JFK",2013,11,11
"9909","LGA",2013,4,2
"9910","EWR",2013,11,26
"9911","EWR",2013,9,16
"9912","JFK",2013,6,22
"9913","LGA",2013,9,19
"9914","LGA",2013,3,29
"9915","EWR",2013,12,8
"9916","EWR",2013,4,13
"9917","JFK",2013,11,6
"9918","JFK",2013,7,24
"9919","JFK",2013,12,13
"9920","EWR",2013,10,4
"9921","LGA",2013,5,23
"9922","EWR",2013,10,16
"9923","JFK",2013,1,1
"9924","EWR",2013,3,24
"9925","EWR",2013,7,29
"9926","EWR",2013,6,8
"9927","LGA",2013,9,24
"9928","EWR",2013,12,30
"9929","EWR",2013,5,4
"9930","JFK",2013,4,8
"9931","EWR",2013,8,7
"9932","EWR",2013,4,29
"9933","EWR",2013,10,29
"9934","EWR",2013,12,27
"9935","EWR",2013,2,23
"9936","LGA",2013,10,27
"9937","EWR",2013,9,15
"9938","JFK",2013,12,7
"9939","JFK",2013,10,25
"9940","LGA",2013,11,1
"9941","JFK",2013,4,13
"9942","JFK",2013,10,10
"9943","EWR",2013,12,23
"9944","LGA",2013,3,3
"9945","JFK",2013,2,10
"9946","JFK",2013,10,12
"9947","EWR",2013,9,5
"9948","JFK",2013,1,3
"9949","JFK",2013,8,22
"9950","LGA",2013,3,11
"9951","LGA",2013,3,6
"9952","JFK",2013,7,16
"9953","LGA",2013,7,29
"9954","LGA",2013,7,18
"9955","JFK",2013,2,14
"9956","JFK",2013,3,10
"9957","EWR",2013,4,11
"9958","EWR",2013,11,6
"9959","JFK",2013,9,10
"9960","EWR",2013,7,27
"9961","JFK",2013,7,21
"9962","JFK",2013,7,11
"9963","JFK",2013,3,14
"9964","EWR",2013,3,10
"9965","EWR",2013,11,20
"9966","JFK",2013,9,15
"9967","JFK",2013,3,26
"9968","JFK",2013,2,25
"9969","LGA",2013,8,27
"9970","LGA",2013,7,6
"9971","EWR",2013,9,18
"9972","LGA",2013,11,15
"9973","LGA",2013,8,28
"9974","LGA",2013,12,30
"9975","LGA",2013,7,11
"9976","EWR",2013,2,7
"9977","LGA",2013,12,22
"9978","EWR",2013,9,14
"9979","LGA",2013,8,13
"9980","LGA",2013,3,17
"9981","LGA",2013,9,11
"9982","EWR",2013,1,10
"9983","JFK",2013,3,14
"9984","LGA",2013,7,30
"9985","LGA",2013,1,4
"9986","JFK",2013,7,26
"9987","EWR",2013,4,21
"9988","EWR",2013,8,7
"9989","EWR",2013,11,19
"9990","EWR",2013,4,26
"9991","JFK",2013,5,10
"9992","JFK",2013,9,24
"9993","JFK",2013,10,25
"9994","JFK",2013,4,15
"9995","EWR",2013,11,10
"9996","EWR",2013,6,21
"9997","EWR",2013,2,18
"9998","JFK",2013,8,20
"9999","EWR",2013,6,8
"10000","LGA",2013,10,2
"10001","JFK",2013,2,16
"10002","JFK",2013,7,1
"10003","JFK",2013,7,20
"10004","LGA",2013,4,4
"10005","JFK",2013,6,24
"10006","JFK",2013,7,5
"10007","LGA",2013,4,23
"10008","JFK",2013,11,25
"10009","LGA",2013,3,13
"10010","LGA",2013,4,28
"10011","LGA",2013,9,4
"10012","EWR",2013,3,24
"10013","LGA",2013,9,8
"10014","EWR",2013,2,7
"10015","JFK",2013,4,5
"10016","EWR",2013,9,11
"10017","EWR",2013,11,22
"10018","JFK",2013,9,30
"10019","LGA",2013,10,20
"10020","LGA",2013,1,16
"10021","EWR",2013,1,2
"10022","EWR",2013,9,22
"10023","EWR",2013,6,9
"10024","EWR",2013,11,5
"10025","LGA",2013,11,25
"10026","JFK",2013,6,25
"10027","LGA",2013,12,20
"10028","EWR",2013,5,8
"10029","EWR",2013,11,19
"10030","LGA",2013,11,23
"10031","JFK",2013,5,24
"10032","EWR",2013,5,9
"10033","LGA",2013,4,23
"10034","JFK",2013,9,27
"10035","JFK",2013,8,22
"10036","EWR",2013,10,22
"10037","LGA",2013,9,9
"10038","LGA",2013,8,11
"10039","LGA",2013,3,16
"10040","EWR",2013,4,21
"10041","JFK",2013,3,31
"10042","EWR",2013,1,5
"10043","LGA",2013,3,26
"10044","EWR",2013,11,10
"10045","JFK",2013,8,7
"10046","EWR",2013,7,22
"10047","JFK",2013,7,9
"10048","LGA",2013,3,29
"10049","JFK",2013,6,13
"10050","EWR",2013,12,7
"10051","LGA",2013,1,5
"10052","JFK",2013,7,3
"10053","LGA",2013,12,4
"10054","LGA",2013,3,11
"10055","EWR",2013,5,2
"10056","LGA",2013,1,3
"10057","EWR",2013,11,3
"10058","JFK",2013,7,12
"10059","LGA",2013,2,20
"10060","LGA",2013,10,7
"10061","EWR",2013,7,16
"10062","EWR",2013,7,26
"10063","EWR",2013,12,21
"10064","JFK",2013,12,19
"10065","LGA",2013,9,26
"10066","JFK",2013,8,7
"10067","JFK",2013,8,1
"10068","JFK",2013,5,25
"10069","LGA",2013,11,14
"10070","EWR",2013,7,4
"10071","LGA",2013,5,7
"10072","EWR",2013,4,11
"10073","LGA",2013,8,2
"10074","LGA",2013,9,24
"10075","JFK",2013,7,28
"10076","JFK",2013,11,6
"10077","EWR",2013,11,28
"10078","EWR",2013,2,20
"10079","JFK",2013,1,26
"10080","EWR",2013,3,3
"10081","JFK",2013,11,28
"10082","EWR",2013,12,25
"10083","JFK",2013,10,2
"10084","EWR",2013,10,26
"10085","JFK",2013,3,28
"10086","LGA",2013,3,30
"10087","EWR",2013,11,5
"10088","EWR",2013,6,13
"10089","JFK",2013,11,27
"10090","JFK",2013,11,15
"10091","EWR",2013,5,29
"10092","EWR",2013,3,23
"10093","LGA",2013,6,22
"10094","EWR",2013,9,18
"10095","JFK",2013,3,7
"10096","LGA",2013,11,5
"10097","EWR",2013,10,14
"10098","EWR",2013,3,13
"10099","EWR",2013,8,15
"10100","JFK",2013,3,4
"10101","EWR",2013,7,15
"10102","JFK",2013,10,15
"10103","LGA",2013,1,28
"10104","EWR",2013,1,20
"10105","EWR",2013,6,25
"10106","JFK",2013,1,29
"10107","JFK",2013,11,3
"10108","EWR",2013,6,16
"10109","LGA",2013,2,16
"10110","EWR",2013,12,17
"10111","JFK",2013,4,21
"10112","JFK",2013,7,21
"10113","EWR",2013,11,11
"10114","EWR",2013,12,3
"10115","JFK",2013,1,8
"10116","LGA",2013,7,17
"10117","JFK",2013,1,29
"10118","LGA",2013,12,8
"10119","EWR",2013,10,15
"10120","EWR",2013,11,14
"10121","JFK",2013,12,6
"10122","EWR",2013,3,14
"10123","EWR",2013,3,7
"10124","JFK",2013,1,26
"10125","JFK",2013,11,25
"10126","JFK",2013,4,30
"10127","EWR",2013,8,10
"10128","EWR",2013,5,15
"10129","EWR",2013,12,12
"10130","EWR",2013,8,28
"10131","LGA",2013,1,16
"10132","EWR",2013,5,3
"10133","LGA",2013,12,9
"10134","LGA",2013,10,24
"10135","EWR",2013,5,3
"10136","JFK",2013,4,15
"10137","JFK",2013,12,11
"10138","JFK",2013,3,27
"10139","LGA",2013,2,23
"10140","JFK",2013,5,9
"10141","EWR",2013,8,27
"10142","EWR",2013,9,5
"10143","JFK",2013,9,22
"10144","EWR",2013,3,24
"10145","JFK",2013,6,14
"10146","EWR",2013,1,27
"10147","LGA",2013,12,11
"10148","LGA",2013,11,10
"10149","LGA",2013,5,9
"10150","EWR",2013,10,25
"10151","JFK",2013,3,29
"10152","LGA",2013,10,23
"10153","LGA",2013,10,29
"10154","JFK",2013,3,24
"10155","LGA",2013,6,8
"10156","LGA",2013,7,18
"10157","LGA",2013,9,4
"10158","EWR",2013,10,8
"10159","EWR",2013,9,14
"10160","EWR",2013,7,4
"10161","LGA",2013,6,10
"10162","LGA",2013,11,26
"10163","LGA",2013,3,17
"10164","EWR",2013,5,13
"10165","LGA",2013,6,6
"10166","JFK",2013,4,5
"10167","JFK",2013,10,3
"10168","LGA",2013,6,15
"10169","EWR",2013,8,21
"10170","EWR",2013,8,7
"10171","LGA",2013,9,16
"10172","EWR",2013,12,8
"10173","JFK",2013,2,22
"10174","JFK",2013,10,17
"10175","EWR",2013,8,16
"10176","LGA",2013,3,5
"10177","JFK",2013,4,28
"10178","LGA",2013,12,6
"10179","JFK",2013,8,22
"10180","JFK",2013,9,1
"10181","LGA",2013,10,8
"10182","LGA",2013,3,15
"10183","EWR",2013,9,16
"10184","EWR",2013,6,26
"10185","JFK",2013,5,28
"10186","LGA",2013,1,22
"10187","LGA",2013,3,13
"10188","JFK",2013,8,9
"10189","JFK",2013,12,16
"10190","JFK",2013,6,4
"10191","EWR",2013,6,2
"10192","JFK",2013,1,9
"10193","EWR",2013,12,9
"10194","JFK",2013,5,2
"10195","EWR",2013,5,2
"10196","JFK",2013,6,19
"10197","LGA",2013,10,26
"10198","LGA",2013,4,6
"10199","JFK",2013,8,9
"10200","JFK",2013,1,25
"10201","EWR",2013,3,26
"10202","LGA",2013,3,9
"10203","LGA",2013,10,19
"10204","EWR",2013,7,8
"10205","JFK",2013,9,13
"10206","LGA",2013,12,16
"10207","EWR",2013,4,25
"10208","JFK",2013,3,18
"10209","LGA",2013,6,16
"10210","EWR",2013,7,8
"10211","LGA",2013,1,11
"10212","LGA",2013,5,30
"10213","LGA",2013,8,3
"10214","EWR",2013,10,12
"10215","JFK",2013,4,16
"10216","JFK",2013,12,16
"10217","LGA",2013,1,11
"10218","EWR",2013,4,1
"10219","EWR",2013,11,24
"10220","LGA",2013,10,10
"10221","LGA",2013,3,31
"10222","JFK",2013,11,4
"10223","EWR",2013,11,23
"10224","LGA",2013,4,13
"10225","LGA",2013,5,31
"10226","JFK",2013,10,7
"10227","JFK",2013,7,15
"10228","JFK",2013,11,20
"10229","LGA",2013,9,16
"10230","LGA",2013,1,19
"10231","EWR",2013,7,12
"10232","LGA",2013,12,20
"10233","EWR",2013,2,24
"10234","EWR",2013,3,26
"10235","EWR",2013,6,21
"10236","EWR",2013,9,12
"10237","LGA",2013,9,9
"10238","EWR",2013,3,11
"10239","LGA",2013,3,16
"10240","JFK",2013,1,27
"10241","LGA",2013,10,9
"10242","JFK",2013,3,13
"10243","EWR",2013,10,19
"10244","JFK",2013,8,13
"10245","LGA",2013,8,24
"10246","JFK",2013,6,10
"10247","EWR",2013,8,7
"10248","EWR",2013,4,21
"10249","JFK",2013,9,4
"10250","JFK",2013,11,20
"10251","EWR",2013,8,23
"10252","LGA",2013,12,12
"10253","LGA",2013,11,8
"10254","EWR",2013,12,2
"10255","EWR",2013,4,28
"10256","EWR",2013,6,20
"10257","EWR",2013,5,16
"10258","LGA",2013,9,15
"10259","JFK",2013,8,19
"10260","LGA",2013,2,3
"10261","JFK",2013,3,11
"10262","JFK",2013,6,20
"10263","LGA",2013,5,24
"10264","EWR",2013,5,2
"10265","LGA",2013,1,26
"10266","EWR",2013,8,8
"10267","JFK",2013,12,27
"10268","LGA",2013,7,10
"10269","JFK",2013,1,10
"10270","LGA",2013,8,20
"10271","LGA",2013,5,27
"10272","JFK",2013,12,18
"10273","LGA",2013,9,24
"10274","EWR",2013,6,2
"10275","JFK",2013,2,20
"10276","EWR",2013,2,1
"10277","JFK",2013,6,2
"10278","JFK",2013,9,26
"10279","EWR",2013,2,13
"10280","LGA",2013,10,30
"10281","EWR",2013,2,5
"10282","JFK",2013,9,7
"10283","EWR",2013,9,14
"10284","JFK",2013,9,28
"10285","EWR",2013,12,30
"10286","LGA",2013,5,17
"10287","LGA",2013,10,3
"10288","JFK",2013,7,22
"10289","LGA",2013,12,11
"10290","EWR",2013,4,9
"10291","EWR",2013,11,3
"10292","JFK",2013,7,31
"10293","JFK",2013,11,19
"10294","EWR",2013,4,16
"10295","JFK",2013,10,3
"10296","LGA",2013,5,19
"10297","EWR",2013,5,19
"10298","EWR",2013,4,26
"10299","EWR",2013,6,17
"10300","JFK",2013,5,17
"10301","JFK",2013,12,15
"10302","LGA",2013,4,8
"10303","EWR",2013,1,2
"10304","JFK",2013,7,1
"10305","EWR",2013,5,31
"10306","EWR",2013,8,3
"10307","LGA",2013,11,8
"10308","JFK",2013,12,9
"10309","EWR",2013,5,10
"10310","JFK",2013,2,21
"10311","EWR",2013,9,26
"10312","EWR",2013,6,7
"10313","EWR",2013,1,8
"10314","LGA",2013,10,11
"10315","LGA",2013,7,30
"10316","EWR",2013,1,12
"10317","EWR",2013,6,25
"10318","EWR",2013,8,17
"10319","LGA",2013,5,21
"10320","EWR",2013,6,10
"10321","EWR",2013,8,20
"10322","EWR",2013,7,3
"10323","JFK",2013,10,6
"10324","JFK",2013,3,25
"10325","EWR",2013,1,20
"10326","LGA",2013,5,6
"10327","JFK",2013,5,25
"10328","LGA",2013,4,30
"10329","EWR",2013,2,8
"10330","JFK",2013,5,6
"10331","EWR",2013,9,4
"10332","JFK",2013,5,12
"10333","JFK",2013,9,5
"10334","LGA",2013,5,13
"10335","JFK",2013,9,10
"10336","EWR",2013,2,24
"10337","LGA",2013,9,18
"10338","LGA",2013,4,3
"10339","JFK",2013,12,29
"10340","JFK",2013,1,7
"10341","LGA",2013,5,19
"10342","LGA",2013,6,10
"10343","JFK",2013,12,28
"10344","EWR",2013,6,19
"10345","EWR",2013,11,17
"10346","LGA",2013,5,8
"10347","JFK",2013,5,8
"10348","EWR",2013,11,22
"10349","LGA",2013,1,15
"10350","EWR",2013,3,21
"10351","JFK",2013,4,19
"10352","JFK",2013,8,13
"10353","EWR",2013,7,13
"10354","EWR",2013,10,9
"10355","JFK",2013,6,12
"10356","LGA",2013,12,26
"10357","JFK",2013,10,21
"10358","EWR",2013,1,28
"10359","LGA",2013,5,1
"10360","LGA",2013,5,30
"10361","JFK",2013,7,31
"10362","LGA",2013,8,17
"10363","JFK",2013,11,25
"10364","LGA",2013,6,2
"10365","LGA",2013,7,12
"10366","EWR",2013,2,13
"10367","EWR",2013,6,3
"10368","JFK",2013,11,27
"10369","EWR",2013,2,3
"10370","LGA",2013,7,3
"10371","EWR",2013,1,22
"10372","JFK",2013,9,8
"10373","LGA",2013,11,2
"10374","EWR",2013,5,23
"10375","LGA",2013,3,20
"10376","JFK",2013,7,25
"10377","LGA",2013,3,14
"10378","EWR",2013,9,19
"10379","JFK",2013,8,14
"10380","JFK",2013,3,26
"10381","EWR",2013,9,18
"10382","LGA",2013,6,5
"10383","JFK",2013,5,18
"10384","JFK",2013,8,16
"10385","JFK",2013,11,8
"10386","JFK",2013,9,4
"10387","EWR",2013,10,27
"10388","JFK",2013,7,31
"10389","LGA",2013,6,14
"10390","JFK",2013,8,24
"10391","JFK",2013,7,19
"10392","JFK",2013,9,4
"10393","JFK",2013,3,24
"10394","EWR",2013,4,29
"10395","EWR",2013,5,15
"10396","EWR",2013,1,12
"10397","JFK",2013,8,18
"10398","LGA",2013,4,26
"10399","JFK",2013,6,7
"10400","JFK",2013,3,9
"10401","LGA",2013,8,14
"10402","EWR",2013,12,16
"10403","EWR",2013,2,23
"10404","JFK",2013,9,25
"10405","EWR",2013,2,13
"10406","LGA",2013,9,6
"10407","EWR",2013,2,20
"10408","EWR",2013,4,3
"10409","LGA",2013,1,13
"10410","LGA",2013,11,12
"10411","EWR",2013,2,18
"10412","JFK",2013,9,17
"10413","EWR",2013,4,14
"10414","EWR",2013,8,15
"10415","JFK",2013,4,14
"10416","LGA",2013,2,18
"10417","EWR",2013,10,27
"10418","JFK",2013,12,24
"10419","EWR",2013,4,8
"10420","LGA",2013,10,25
"10421","EWR",2013,10,20
"10422","LGA",2013,12,9
"10423","LGA",2013,7,9
"10424","LGA",2013,3,19
"10425","EWR",2013,5,22
"10426","EWR",2013,11,9
"10427","JFK",2013,2,23
"10428","LGA",2013,7,5
"10429","JFK",2013,4,18
"10430","LGA",2013,1,31
"10431","JFK",2013,2,9
"10432","LGA",2013,6,20
"10433","EWR",2013,4,6
"10434","JFK",2013,4,5
"10435","JFK",2013,3,15
"10436","EWR",2013,9,30
"10437","LGA",2013,9,19
"10438","EWR",2013,5,30
"10439","EWR",2013,3,14
"10440","EWR",2013,8,20
"10441","JFK",2013,3,19
"10442","EWR",2013,11,15
"10443","LGA",2013,3,9
"10444","EWR",2013,2,6
"10445","EWR",2013,8,11
"10446","JFK",2013,5,6
"10447","JFK",2013,1,31
"10448","LGA",2013,11,23
"10449","LGA",2013,11,14
"10450","EWR",2013,12,5
"10451","LGA",2013,9,13
"10452","JFK",2013,9,25
"10453","LGA",2013,3,21
"10454","EWR",2013,6,16
"10455","LGA",2013,6,16
"10456","EWR",2013,2,24
"10457","EWR",2013,3,3
"10458","EWR",2013,6,10
"10459","JFK",2013,7,29
"10460","JFK",2013,4,3
"10461","JFK",2013,8,23
"10462","JFK",2013,10,26
"10463","JFK",2013,10,30
"10464","LGA",2013,11,21
"10465","LGA",2013,2,21
"10466","JFK",2013,2,22
"10467","EWR",2013,8,23
"10468","EWR",2013,12,28
"10469","LGA",2013,4,23
"10470","JFK",2013,4,29
"10471","JFK",2013,11,16
"10472","EWR",2013,1,24
"10473","LGA",2013,3,28
"10474","EWR",2013,8,6
"10475","JFK",2013,8,24
"10476","JFK",2013,10,6
"10477","EWR",2013,6,26
"10478","JFK",2013,8,7
"10479","EWR",2013,8,3
"10480","EWR",2013,6,11
"10481","EWR",2013,11,9
"10482","LGA",2013,12,9
"10483","EWR",2013,3,21
"10484","LGA",2013,9,2
"10485","EWR",2013,7,2
"10486","EWR",2013,7,7
"10487","EWR",2013,12,17
"10488","JFK",2013,6,17
"10489","LGA",2013,3,18
"10490","LGA",2013,12,25
"10491","EWR",2013,10,6
"10492","JFK",2013,7,3
"10493","EWR",2013,7,26
"10494","JFK",2013,10,31
"10495","EWR",2013,5,1
"10496","JFK",2013,11,5
"10497","EWR",2013,1,16
"10498","LGA",2013,5,4
"10499","LGA",2013,7,14
"10500","EWR",2013,3,18
"10501","JFK",2013,8,16
"10502","JFK",2013,3,3
"10503","JFK",2013,8,22
"10504","EWR",2013,11,1
"10505","JFK",2013,3,14
"10506","JFK",2013,10,9
"10507","EWR",2013,5,24
"10508","LGA",2013,12,11
"10509","LGA",2013,4,1
"10510","LGA",2013,1,30
"10511","LGA",2013,1,28
"10512","EWR",2013,10,26
"10513","EWR",2013,5,6
"10514","JFK",2013,1,12
"10515","LGA",2013,1,21
"10516","LGA",2013,10,27
"10517","EWR",2013,8,11
"10518","LGA",2013,7,25
"10519","LGA",2013,3,25
"10520","LGA",2013,11,29
"10521","EWR",2013,9,3
"10522","JFK",2013,5,12
"10523","JFK",2013,4,12
"10524","LGA",2013,10,10
"10525","LGA",2013,2,27
"10526","EWR",2013,2,11
"10527","LGA",2013,8,22
"10528","JFK",2013,6,12
"10529","LGA",2013,1,15
"10530","EWR",2013,1,14
"10531","EWR",2013,1,16
"10532","EWR",2013,8,19
"10533","LGA",2013,12,26
"10534","LGA",2013,9,13
"10535","JFK",2013,9,19
"10536","LGA",2013,3,20
"10537","EWR",2013,9,16
"10538","EWR",2013,1,3
"10539","LGA",2013,2,27
"10540","JFK",2013,6,20
"10541","EWR",2013,7,26
"10542","EWR",2013,1,9
"10543","EWR",2013,1,3
"10544","EWR",2013,7,30
"10545","JFK",2013,11,12
"10546","JFK",2013,4,16
"10547","EWR",2013,11,10
"10548","LGA",2013,9,21
"10549","EWR",2013,11,27
"10550","LGA",2013,7,9
"10551","EWR",2013,8,29
"10552","LGA",2013,8,19
"10553","EWR",2013,8,3
"10554","EWR",2013,11,12
"10555","EWR",2013,2,10
"10556","EWR",2013,3,28
"10557","EWR",2013,2,27
"10558","JFK",2013,9,20
"10559","EWR",2013,4,22
"10560","EWR",2013,1,29
"10561","LGA",2013,9,30
"10562","EWR",2013,12,4
"10563","LGA",2013,8,8
"10564","EWR",2013,4,22
"10565","EWR",2013,5,12
"10566","JFK",2013,9,8
"10567","JFK",2013,7,25
"10568","EWR",2013,8,24
"10569","JFK",2013,1,27
"10570","LGA",2013,5,24
"10571","JFK",2013,3,21
"10572","JFK",2013,1,13
"10573","EWR",2013,5,19
"10574","JFK",2013,7,25
"10575","EWR",2013,3,26
"10576","LGA",2013,12,11
"10577","LGA",2013,10,24
"10578","JFK",2013,1,1
"10579","JFK",2013,3,10
"10580","LGA",2013,9,11
"10581","JFK",2013,11,21
"10582","EWR",2013,10,17
"10583","LGA",2013,9,20
"10584","JFK",2013,9,17
"10585","EWR",2013,8,9
"10586","EWR",2013,5,8
"10587","EWR",2013,6,19
"10588","EWR",2013,8,25
"10589","EWR",2013,1,27
"10590","JFK",2013,10,12
"10591","LGA",2013,2,23
"10592","LGA",2013,9,16
"10593","LGA",2013,8,10
"10594","JFK",2013,12,10
"10595","EWR",2013,8,15
"10596","JFK",2013,11,16
"10597","EWR",2013,1,17
"10598","LGA",2013,4,30
"10599","EWR",2013,11,6
"10600","LGA",2013,6,6
"10601","LGA",2013,9,11
"10602","EWR",2013,12,23
"10603","EWR",2013,1,3
"10604","EWR",2013,5,3
"10605","EWR",2013,10,17
"10606","EWR",2013,6,16
"10607","LGA",2013,5,17
"10608","JFK",2013,2,2
"10609","JFK",2013,10,4
"10610","JFK",2013,12,28
"10611","EWR",2013,6,2
"10612","JFK",2013,5,5
"10613","JFK",2013,3,27
"10614","JFK",2013,5,4
"10615","LGA",2013,5,4
"10616","EWR",2013,10,25
"10617","EWR",2013,11,1
"10618","LGA",2013,7,7
"10619","JFK",2013,2,1
"10620","EWR",2013,1,23
"10621","EWR",2013,10,23
"10622","EWR",2013,12,1
"10623","EWR",2013,12,29
"10624","JFK",2013,12,18
"10625","LGA",2013,10,2
"10626","EWR",2013,9,13
"10627","JFK",2013,8,4
"10628","LGA",2013,3,26
"10629","EWR",2013,5,27
"10630","JFK",2013,2,20
"10631","LGA",2013,9,19
"10632","EWR",2013,2,18
"10633","JFK",2013,8,15
"10634","LGA",2013,4,30
"10635","LGA",2013,1,30
"10636","EWR",2013,10,14
"10637","LGA",2013,9,19
"10638","EWR",2013,2,12
"10639","JFK",2013,12,12
"10640","LGA",2013,4,3
"10641","EWR",2013,11,17
"10642","LGA",2013,12,25
"10643","EWR",2013,5,21
"10644","LGA",2013,3,6
"10645","JFK",2013,12,5
"10646","EWR",2013,8,4
"10647","JFK",2013,3,2
"10648","EWR",2013,9,26
"10649","JFK",2013,1,4
"10650","JFK",2013,6,6
"10651","EWR",2013,5,7
"10652","LGA",2013,11,3
"10653","EWR",2013,8,6
"10654","JFK",2013,3,12
"10655","JFK",2013,8,5
"10656","JFK",2013,1,27
"10657","JFK",2013,3,26
"10658","LGA",2013,5,15
"10659","LGA",2013,2,11
"10660","JFK",2013,3,22
"10661","EWR",2013,9,10
"10662","LGA",2013,5,15
"10663","EWR",2013,6,13
"10664","EWR",2013,9,17
"10665","EWR",2013,7,1
"10666","LGA",2013,12,11
"10667","LGA",2013,9,25
"10668","LGA",2013,2,13
"10669","JFK",2013,3,13
"10670","EWR",2013,6,28
"10671","EWR",2013,10,2
"10672","EWR",2013,9,21
"10673","LGA",2013,9,5
